producto,categoria,proveedor,precio,costo,stock
Cordillera Patin,Alimentos,Candelaria Market,26.87,19.61,117
Cordillera Pegante,Hogar,Soledad Retail,21.28,17.02,341
Cordillera Pelota,Ropa,Tunja Retail,71.54,44.04,475
Cordillera Perfume,Deportes,Casanare Retail,43.27,30.46,62
Cordillera Plancha,Oficina,Villavicencio Hub,46.51,31.98,188
Cordillera Plancha,Oficina,Bogota Central,46.51,31.98,359
Cordillera Plato,Electronica,Pasto Proveedores,99.23,65.34,48
Cordillera PowerBank,Belleza,Itagui Market,32.55,16.76,326
Cordillera PowerBank,Belleza,Huila Distribuciones,32.55,16.76,256
Cordillera ProtectorSolar,Alimentos,Cartagena Hub,29.08,24.69,223
Cordillera Raqueta,Electronica,Eje Cafetero SAS,668.73,512.87,140
Cordillera Raqueta,Electronica,Yumbo Logistics,668.73,512.87,477
Cordillera Regla,Oficina,Leticia Traders,40.46,33.19,214
Cordillera Regla,Oficina,Arauca Connect,40.46,33.19,434
Cordillera Resaltador,Hogar,Manizales Market,125.91,95.26,378
Cordillera Rompecabezas,Electronica,Casanare Retail,476.73,299.23,439
Cordillera Router,Oficina,Zipaquira Supply,98.72,76.32,210
Cordillera Router,Oficina,Huila Distribuciones,98.72,76.32,317
Cordillera Sacapuntas,Belleza,Oriente Mercantil,37.47,19.22,31
Cordillera Sarten,Ropa,Santander Mayorista,94.42,58.58,157
Cordillera Sarten,Ropa,Mayoristas del Valle,94.42,58.58,284
Cordillera Semilla,Deportes,Riohacha Trade,47.06,33.46,304
Cordillera Shampoo,Deportes,Insumos Cafeteros,278.49,207.13,428
Cordillera Shampoo,Deportes,Sincelejo Market,278.49,207.13,476
cordillera silla,Hogar,Ibague Market,48.36,37.85,285
Cordillera Silla,Hogar,Itagui Market,48.36,37.85,143
Cordillera Switch,Alimentos,Kennedy Market,3.46,2.97,423
Cordillera Talonario,Ropa,Funza Commodities,63.84,40.72,18
Cordillera Tambor,Jardin,Soledad Retail,140.82,103.46,17
Cordillera Teclado,Oficina,Distribuciones Andina,64.73,47.67,256
Cordillera Telefono,Belleza,Manizales Market,67.01,36.31,77
Cordillera Tenedor,Juguetes,Rionegro Supply,141.23,84.24,370
Cordillera Termo,Alimentos,Insumos Cafeteros,24.64,20.77,174
cordillera tijera,Ropa,Girardot Trade,65.13,41.36,497
Cordillera Tijera,Ropa,Soledad Retail,65.13,41.36,193
Cordillera Toalla,Oficina,Ibague Market,97.25,77.97,475
Cordillera Tripode,Deportes,Bucaramanga Trade,143.39,118.21,112
Cordillera Webcam,Ropa,Dosquebradas Traders,115.35,75.81,113
Cordillera Webcam,Ropa,Eje Cafetero SAS,115.35,75.81,221
Cordillera Zapatilla,Hogar,Funza Commodities,158.18,124.3,165
Crystal Afeitadora,Hogar,Cucuta Comercios,99.22,80.22,434
Crystal Agenda,Oficina,Pereira Proveedores,20.89,15.49,318
Crystal Archivador,Jardin,Jamundi Market,69.26,49.67,131
Crystal Archivador,Jardin,Huila Distribuciones,69.26,49.67,384
Crystal Auriculares,Ropa,Zipaquira Supply,25.9,15.66,263
Crystal Balanza,Electronica,Engativa Traders,747.3,565.25,412
Crystal Balanza,Electronica,Comercial Caribe,747.3,565.25,54
Crystal Balon,Belleza,Soledad Retail,30.17,15.29,358
Crystal Biberon,Juguetes,Valledupar Traders,7.84,5.24,130
Crystal Bicicleta,Hogar,Atlantico Pro,223.66,175.38,287
Crystal Boligrafo,Belleza,Chia Market,71.56,35.25,265
Crystal Botella,Alimentos,Yumbo Logistics,16.51,12.41,457
Crystal Cable,Ropa,Engativa Traders,99.62,62.15,466
Crystal Cafetera,Juguetes,Chapinero Trade,143.54,92.59,365
Crystal Camisa,Ropa,Logistica Pacifico,104.63,69.98,161
Crystal Cargador,Alimentos,Tunja Retail,14.15,10.29,379
Crystal Carpa,Jardin,Tunja Trade,132.83,83.9,480
Crystal Carpeta,Juguetes,Cali Express,138.09,89.63,86
Crystal Carpeta,Juguetes,Sabaneta Supply,138.09,89.63,54
Crystal Cepillo,Ropa,Girardot Trade,95.37,58.04,475
Crystal Cereal,Belleza,Yopal Supply,52.0,34.98,287
Crystal Chaqueta,Oficina,Engativa Traders,15.01,9.49,177
Crystal Chocolate,Oficina,Yopal Supply,64.43,52.76,390
Crystal Chocolate,Oficina,Palmira Traders,64.43,52.76,348
Crystal Cinta,Oficina,Monteria Retail,25.96,18.67,7
Crystal Colchoneta,Electronica,Monteria Retail,182.89,116.16,320
Crystal Colchoneta,Electronica,Ibague Market,182.89,116.16,312
Crystal Copa,Ropa,Rionegro Supply,113.07,77.18,246
Crystal Crema,Deportes,Logistica Pacifico,99.84,67.36,322
Crystal Crema,Deportes,Dosquebradas Traders,99.84,67.36,471
Crystal Cuaderno,Juguetes,Soledad Retail,21.95,14.73,470
Crystal Cuchillo,Jardin,Quibdo Market,77.78,63.86,442
crystal drone,Electronica,Pereira Proveedores,301.49,236.98,254
Crystal Drone,Electronica,Yumbo Logistics,301.49,236.98,327
Crystal Estante,Electronica,Mosquera Logistics,693.74,522.81,53
Crystal Extensor,Belleza,Madrid Supply,17.08,8.19,248
Crystal Galleta,Oficina,Monteria Retail,21.13,16.8,238
Crystal Galleta,Oficina,Eje Cafetero SAS,21.13,16.8,228
Crystal Gorra,Belleza,Distribuciones Andina,70.56,46.79,66
Crystal Guante,Alimentos,Sincelejo Market,20.14,17.29,50
Crystal Guitarra,Jardin,Chapinero Trade,47.72,32.13,96
Crystal Jabon,Belleza,Choco Importaciones,40.97,25.23,91
Crystal Lampara,Alimentos,Bogota Central,27.24,22.43,494
Crystal Lampara,Alimentos,Sabaneta Supply,27.24,22.43,263
Crystal Licuadora,Hogar,Ibague Market,24.27,19.86,417
Crystal Linterna,Deportes,Itagui Market,191.07,127.3,290
crystal maceta,Alimentos,Chia Market,28.95,23.78,95
Crystal Maceta,Alimentos,Zipaquira Supply,28.95,23.78,87
Crystal Marcador,Jardin,Rionegro Supply,99.39,72.93,77
Crystal Mesa,Juguetes,Valledupar Traders,12.77,8.32,287
Crystal Microfono,Electronica,Valledupar Traders,313.97,198.04,119
Crystal Microfono,Electronica,Dosquebradas Traders,313.97,198.04,301
Crystal Mochila,Hogar,Oriente Mercantil,74.77,56.8,490
Crystal Mochila,Hogar,Nariño Trade,74.77,56.8,399
Crystal Monitor,Ropa,Paisa Import,43.0,27.85,451
Crystal Monitor,Ropa,Fusagasuga Supply,43.0,27.85,499
Crystal Mouse,Hogar,Pasto Proveedores,222.05,170.79,164
Crystal Mousepad,Ropa,Sincelejo Market,62.41,33.0,181
Crystal Muñeco,Deportes,Pasto Proveedores,189.1,138.08,468
Crystal Muñeco,Deportes,Eje Cafetero SAS,189.1,138.08,397
Crystal Olla,Oficina,Chia Market,50.12,41.75,222
Crystal Pantalon,Juguetes,Comercial Caribe,176.68,115.53,310
Crystal Pantalon,Juguetes,Tunja Trade,176.68,115.53,431
Crystal Papel,Ropa,Bello Traders,9.37,5.04,465
Crystal Papel,Ropa,Monteria Retail,9.37,5.04,6
Crystal Parlante,Juguetes,Girardot Trade,49.65,36.43,329
Crystal Patin,Alimentos,Fusagasuga Supply,33.99,24.98,262
Crystal Pegante,Deportes,Logistica Pacifico,210.07,149.61,160
Crystal Pelota,Electronica,Tunja Trade,196.18,138.78,150
Crystal Perfume,Hogar,Guajira Logistics,85.15,67.12,84
Crystal Plancha,Hogar,Envigado Supply,229.46,167.79,146
Crystal Plato,Belleza,Amazonas Traders,82.12,53.06,111
Crystal Plato,Belleza,Insumos Cafeteros,82.12,53.06,380
Crystal PowerBank,Oficina,La Estrella Supply,114.48,86.25,402
Crystal PowerBank,Oficina,Pereira Proveedores,114.48,86.25,35
Crystal ProtectorSolar,Jardin,Suba Supply,155.14,97.46,284
Crystal ProtectorSolar,Jardin,Valledupar Traders,155.14,97.46,187
Crystal Raqueta,Juguetes,Cali Express,56.35,36.4,81
Crystal Regla,Jardin,Engativa Traders,76.38,55.19,1
Crystal Regla,Jardin,Bello Traders,76.38,55.19,384
Crystal Resaltador,Jardin,Candelaria Market,12.24,8.29,302
crystal rompecabezas,Electronica,Yopal Supply,462.45,384.83,196
Crystal Rompecabezas,Electronica,Palmira Traders,462.45,384.83,403
Crystal Router,Electronica,Girardot Trade,573.4,419.99,10
Crystal Router,Electronica,Popayan Logistics,573.4,419.99,233
Crystal Sacapuntas,Juguetes,Putumayo Goods,138.29,92.68,385
Crystal Sarten,Hogar,Mosquera Logistics,159.27,112.34,194
Crystal Semilla,Juguetes,Engativa Traders,115.96,82.31,470
Crystal Shampoo,Alimentos,Ibague Market,25.86,20.86,118
Crystal Silla,Ropa,Logistica Pacifico,121.42,67.94,395
Crystal Switch,Electronica,Popayan Logistics,159.92,118.62,19
Crystal Talonario,Deportes,Sincelejo Market,148.95,115.59,260
Crystal Tambor,Electronica,Envigado Supply,687.72,467.13,292
Crystal Teclado,Jardin,Pasto Proveedores,51.26,33.58,421
Crystal Telefono,Belleza,Cajica Traders,76.31,49.08,255
crystal telefono,Belleza,Pereira Proveedores,76.31,49.08,221
Crystal Tenedor,Juguetes,Tunja Trade,147.22,116.24,392
Crystal Termo,Juguetes,Cali Express,170.96,109.02,225
Crystal Tijera,Deportes,Leticia Traders,15.51,9.73,52
Crystal Toalla,Alimentos,Soacha Distribuciones,4.46,3.66,427
Crystal Tripode,Oficina,Kennedy Market,64.6,45.47,354
Crystal Webcam,Ropa,Soacha Distribuciones,13.63,9.9,499
Crystal Zapatilla,Hogar,Arauca Connect,48.92,34.21,341
Eco Afeitadora,Deportes,Bucaramanga Trade,329.93,221.2,363
Eco Agenda,Belleza,Yopal Supply,26.13,13.94,279
Eco Archivador,Oficina,Manizales Market,82.55,56.07,80
Eco Auriculares,Juguetes,Itagui Market,7.53,5.22,201
Eco Balanza,Electronica,Soacha Distribuciones,690.68,519.62,157
Eco Balon,Alimentos,Eje Cafetero SAS,10.01,7.58,119
eco biberon,Juguetes,Bogota Central,91.92,61.99,58
Eco Biberon,Juguetes,Armenia Supply,91.92,61.99,493
Eco Bicicleta,Electronica,Chapinero Trade,691.46,536.09,214
Eco Boligrafo,Belleza,Ibague Market,98.12,55.35,127
Eco Botella,Jardin,Bogota Central,8.61,6.74,223
Eco Cable,Hogar,Candelaria Market,246.74,177.22,208
Eco Cable,Hogar,La Estrella Supply,246.74,177.22,369
Eco Cafetera,Deportes,Medellin Market,335.12,244.7,114
Eco Camisa,Hogar,Santa Marta Retail,222.75,184.23,208
eco cargador,Jardin,Valledupar Traders,73.62,50.76,13
Eco Carpa,Hogar,Meta Comerciales,19.58,15.3,8
Eco Carpeta,Electronica,Ipiales Trade,545.24,375.89,39
Eco Cepillo,Jardin,Ibague Market,164.99,127.03,449
Eco Cereal,Juguetes,Monteria Retail,45.48,32.41,236
Eco Cereal,Juguetes,Cajica Traders,45.48,32.41,280
Eco Chaqueta,Electronica,Cesar Distribuciones,706.61,501.9,358
Eco Chocolate,Deportes,Ibague Market,356.94,236.34,200
Eco Chocolate,Deportes,Pereira Proveedores,356.94,236.34,245
Eco Cinta,Juguetes,Dosquebradas Traders,142.22,92.87,277
Eco Colchoneta,Hogar,Sincelejo Market,30.67,26.25,234
Eco Colchoneta,Hogar,Arauca Connect,30.67,26.25,493
Eco Copa,Electronica,Riohacha Trade,400.79,257.57,3
Eco Crema,Hogar,Palmira Traders,185.46,158.7,153
Eco Crema,Hogar,Pereira Proveedores,185.46,158.7,441
Eco Cuaderno,Juguetes,Villavicencio Hub,17.23,11.3,28
Eco Cuaderno,Juguetes,Chapinero Trade,17.23,11.3,108
Eco Cuchillo,Alimentos,Distribuciones Andina,3.4,2.58,97
Eco Drone,Oficina,Guajira Logistics,10.15,6.59,214
Eco Estante,Alimentos,Suba Supply,4.42,3.3,292
Eco Extensor,Deportes,Madrid Supply,329.1,217.23,74
Eco Extensor,Deportes,Bucaramanga Trade,329.1,217.23,325
Eco Galleta,Electronica,Madrid Supply,414.85,299.38,145
Eco Gorra,Alimentos,Funza Commodities,28.86,22.12,127
Eco Guante,Jardin,Santander Mayorista,146.63,99.73,340
Eco Guante,Jardin,Kennedy Market,146.63,99.73,41
Eco Guitarra,Electronica,Riohacha Trade,399.04,299.74,355
Eco Guitarra,Electronica,Barranquilla Hub,399.04,299.74,40
Eco Jabon,Deportes,Logistica Pacifico,41.14,34.14,421
Eco Jabon,Deportes,Mosquera Logistics,41.14,34.14,33
Eco Lampara,Hogar,Mayoristas del Valle,171.98,122.65,16
Eco Lampara,Hogar,Santa Marta Retail,171.98,122.65,164
Eco Licuadora,Ropa,Choco Importaciones,76.76,52.8,152
Eco Linterna,Alimentos,Oriente Mercantil,16.38,12.55,485
eco maceta,Ropa,Mosquera Logistics,41.33,23.24,377
eco marcador,Electronica,Jamundi Market,172.37,120.22,75
eco mesa,Oficina,Chia Market,129.84,86.46,86
Eco Microfono,Belleza,Cajica Traders,64.52,36.27,116
Eco Microfono,Belleza,Cucuta Comercios,64.52,36.27,361
Eco Mochila,Ropa,Engativa Traders,23.85,16.06,341
Eco Monitor,Jardin,Cajica Traders,76.09,47.91,468
Eco Mouse,Oficina,Manizales Market,78.88,53.61,26
Eco Mouse,Oficina,Ibague Market,78.88,53.61,312
Eco Mousepad,Electronica,Putumayo Goods,275.84,180.56,286
Eco Muñeco,Oficina,Cota Proveedores,106.18,77.57,133
Eco Olla,Deportes,Pasto Proveedores,355.78,244.32,218
Eco Pantalon,Deportes,Suba Supply,264.69,198.03,167
Eco Pantalon,Deportes,Dosquebradas Traders,264.69,198.03,97
Eco Papel,Juguetes,Arauca Connect,143.64,84.9,267
Eco Papel,Juguetes,Riohacha Trade,143.64,84.9,236
Eco Parlante,Jardin,La Estrella Supply,183.57,128.69,308
Eco Patin,Jardin,Nariño Trade,129.53,94.72,454
Eco Pegante,Ropa,Arauca Connect,23.48,12.86,393
Eco Pegante,Ropa,Chia Market,23.48,12.86,172
Eco Pelota,Electronica,Yumbo Logistics,506.08,322.76,400
Eco Pelota,Electronica,Fusagasuga Supply,506.08,322.76,409
eco perfume,Deportes,Paisa Import,243.71,175.76,468
Eco Plancha,Deportes,Suba Supply,98.35,65.84,475
Eco Plancha,Deportes,Funza Commodities,98.35,65.84,189
Eco Plato,Jardin,Jamundi Market,165.08,122.25,121
Eco Plato,Jardin,Mayoristas del Valle,165.08,122.25,45
Eco PowerBank,Alimentos,Fusagasuga Supply,7.57,5.42,63
Eco ProtectorSolar,Jardin,Insumos Cafeteros,9.97,7.42,129
Eco ProtectorSolar,Jardin,Paisa Import,9.97,7.42,309
Eco Raqueta,Oficina,Jamundi Market,15.98,12.14,362
eco raqueta,Oficina,Ipiales Trade,15.98,12.14,192
Eco Regla,Deportes,Cesar Distribuciones,251.63,160.78,306
Eco Regla,Deportes,Cota Proveedores,251.63,160.78,180
eco resaltador,Jardin,Dosquebradas Traders,14.93,12.32,291
Eco Resaltador,Jardin,Funza Commodities,14.93,12.32,370
Eco Rompecabezas,Deportes,Distribuciones Andina,98.82,76.75,281
Eco Router,Belleza,Tunja Trade,72.02,43.97,28
Eco Router,Belleza,Comercial Caribe,72.02,43.97,148
Eco Sacapuntas,Oficina,Barranquilla Hub,30.22,23.64,266
Eco Sacapuntas,Oficina,Cota Proveedores,30.22,23.64,295
Eco Sarten,Ropa,Cota Proveedores,125.96,68.22,10
Eco Semilla,Electronica,Cesar Distribuciones,636.61,507.3,163
Eco Shampoo,Hogar,Villavicencio Hub,90.12,74.29,112
Eco Silla,Juguetes,Magdalena Supply,52.66,32.62,186
Eco Switch,Ropa,Comercial Caribe,142.58,75.59,294
Eco Talonario,Alimentos,Barranquilla Hub,25.75,22.08,231
Eco Tambor,Ropa,Medellin Market,98.15,71.2,226
Eco Teclado,Deportes,Cesar Distribuciones,73.5,54.39,309
Eco Telefono,Jardin,Tunja Trade,71.05,51.79,97
Eco Tenedor,Deportes,Yumbo Logistics,347.54,230.89,54
Eco Tenedor,Deportes,Palmira Traders,347.54,230.89,110
Eco Termo,Deportes,Neiva Express,283.0,214.77,151
Eco Tijera,Ropa,Chapinero Trade,39.4,29.58,245
Eco Tijera,Ropa,Neiva Express,39.4,29.58,405
Eco Toalla,Belleza,Manizales Market,105.29,52.75,68
Eco Toalla,Belleza,Cartagena Hub,105.29,52.75,311
Eco Tripode,Juguetes,Envigado Supply,37.39,29.06,288
Eco Webcam,Juguetes,Cali Express,146.5,95.96,249
Eco Zapatilla,Ropa,Sincelejo Market,75.55,43.15,35
Eco Zapatilla,Ropa,Pereira Proveedores,75.55,43.15,238
Elite Afeitadora,Oficina,Riohacha Trade,49.18,34.94,147
Elite Afeitadora,Oficina,Bucaramanga Trade,49.18,34.94,466
Elite Agenda,Ropa,Oriente Mercantil,44.42,29.14,226
Elite Agenda,Ropa,Tolima Proveedores,44.42,29.14,243
Elite Archivador,Juguetes,Medellin Market,128.56,87.3,490
Elite Archivador,Juguetes,Ipiales Trade,128.56,87.3,336
Elite Auriculares,Belleza,Sabaneta Supply,66.72,36.13,445
Elite Balanza,Electronica,Leticia Traders,255.44,163.96,364
Elite Balon,Juguetes,Candelaria Market,148.9,104.26,490
Elite Biberon,Belleza,Putumayo Goods,45.31,27.23,481
Elite Biberon,Belleza,Cota Proveedores,45.31,27.23,200
Elite Bicicleta,Ropa,Cali Express,114.58,75.16,153
Elite Bicicleta,Ropa,Popayan Logistics,114.58,75.16,449
elite boligrafo,Oficina,Tolima Proveedores,14.2,9.46,500
elite botella,Belleza,Tunja Trade,46.65,28.34,72
Elite Cable,Electronica,Ibague Market,443.07,305.89,200
Elite Cafetera,Alimentos,Cucuta Comercios,14.88,11.83,295
Elite Camisa,Jardin,Cota Proveedores,161.67,121.85,16
Elite Camisa,Jardin,Yopal Supply,161.67,121.85,128
Elite Cargador,Alimentos,Yumbo Logistics,2.0,1.59,216
Elite Carpa,Belleza,Madrid Supply,65.71,39.79,60
Elite Carpeta,Hogar,Leticia Traders,85.78,65.96,426
elite cepillo,Oficina,Arauca Connect,88.8,58.64,103
Elite Cereal,Deportes,Huila Distribuciones,39.09,31.82,41
Elite Chaqueta,Electronica,Kennedy Market,467.14,350.31,24
Elite Chocolate,Jardin,Cesar Distribuciones,62.92,42.0,38
Elite Cinta,Belleza,Amazonas Traders,25.28,13.87,290
Elite Cinta,Belleza,Arauca Connect,25.28,13.87,130
Elite Colchoneta,Ropa,Girardot Trade,139.9,79.88,497
Elite Colchoneta,Ropa,Cesar Distribuciones,139.9,79.88,228
Elite Copa,Oficina,Rionegro Supply,99.03,82.29,107
Elite Crema,Belleza,Fusagasuga Supply,31.33,19.07,171
Elite Crema,Belleza,Chapinero Trade,31.33,19.07,434
Elite Cuaderno,Alimentos,Cota Proveedores,32.12,23.7,477
Elite Cuchillo,Electronica,Sabaneta Supply,435.01,309.6,101
Elite Drone,Ropa,Comercial Caribe,100.43,69.91,353
Elite Drone,Ropa,Mosquera Logistics,100.43,69.91,11
Elite Estante,Deportes,Bucaramanga Trade,172.71,122.81,274
Elite Extensor,Oficina,Chia Market,102.25,68.67,100
Elite Galleta,Juguetes,Sucre Supply,56.93,44.18,43
Elite Gorra,Deportes,Valledupar Traders,176.24,111.77,442
Elite Gorra,Deportes,Pereira Proveedores,176.24,111.77,304
Elite Guante,Alimentos,Eje Cafetero SAS,7.61,6.03,444
Elite Guitarra,Oficina,Itagui Market,5.84,4.65,16
Elite Guitarra,Oficina,Suba Supply,5.84,4.65,329
Elite Jabon,Ropa,Soledad Retail,48.66,27.92,56
Elite Jabon,Ropa,Amazonas Traders,48.66,27.92,310
Elite Lampara,Juguetes,Villavicencio Hub,159.62,98.2,496
Elite Licuadora,Jardin,Yumbo Logistics,52.71,38.47,302
Elite Linterna,Alimentos,Tunja Retail,25.54,19.31,11
Elite Maceta,Belleza,Kennedy Market,30.58,21.59,317
Elite Marcador,Electronica,Fusagasuga Supply,702.87,557.18,79
Elite Mesa,Jardin,Duitama Market,133.46,87.82,215
Elite Microfono,Alimentos,Usaquen Market,29.45,24.52,338
Elite Mochila,Alimentos,Sincelejo Market,3.15,2.53,263
Elite Monitor,Juguetes,Choco Importaciones,26.34,17.49,478
Elite Monitor,Juguetes,Armenia Supply,26.34,17.49,148
Elite Mouse,Juguetes,Yumbo Logistics,108.87,78.49,80
Elite Mouse,Juguetes,Cucuta Comercios,108.87,78.49,214
Elite Mousepad,Ropa,Yopal Supply,20.92,12.82,484
Elite Mousepad,Ropa,Santander Mayorista,20.92,12.82,373
Elite Muñeco,Electronica,Valledupar Traders,727.25,504.56,463
Elite Olla,Electronica,Tunja Trade,187.46,152.68,197
Elite Olla,Electronica,Palmira Traders,187.46,152.68,199
Elite Pantalon,Alimentos,Magdalena Supply,9.44,7.81,24
Elite Papel,Oficina,Cucuta Comercios,9.98,8.16,465
Elite Parlante,Oficina,Zipaquira Supply,3.95,2.97,88
Elite Patin,Alimentos,Soledad Retail,14.52,10.39,267
Elite Pegante,Ropa,La Estrella Supply,71.78,45.23,142
Elite Pegante,Ropa,Altiplano Supply,71.78,45.23,58
Elite Pelota,Hogar,Magdalena Supply,119.24,83.91,409
Elite Pelota,Hogar,Pereira Proveedores,119.24,83.91,488
Elite Perfume,Deportes,Chia Market,50.57,39.44,364
Elite Perfume,Deportes,Engativa Traders,50.57,39.44,25
Elite Plancha,Alimentos,Bogota Central,27.15,20.63,46
Elite Plancha,Alimentos,Insumos Cafeteros,27.15,20.63,287
Elite Plato,Ropa,Candelaria Market,93.7,50.28,265
Elite PowerBank,Deportes,Engativa Traders,191.02,129.6,15
Elite ProtectorSolar,Belleza,Neiva Express,30.36,14.5,198
Elite Raqueta,Juguetes,Funza Commodities,17.67,12.36,400
Elite Regla,Deportes,Sincelejo Market,211.56,135.26,406
Elite Resaltador,Juguetes,Soledad Retail,87.42,57.92,281
Elite Resaltador,Juguetes,Monteria Retail,87.42,57.92,468
Elite Rompecabezas,Hogar,Mosquera Logistics,91.51,64.7,85
Elite Router,Juguetes,Palmira Traders,73.12,44.88,249
Elite Sacapuntas,Belleza,Barranquilla Hub,49.98,25.29,390
Elite Sarten,Ropa,Nariño Trade,50.86,36.13,269
Elite Semilla,Alimentos,Cesar Distribuciones,16.52,11.99,334
Elite Semilla,Alimentos,Amazonas Traders,16.52,11.99,116
Elite Shampoo,Ropa,Nariño Trade,77.9,57.39,6
elite shampoo,Ropa,Bucaramanga Trade,77.9,57.39,136
Elite Silla,Electronica,Oriente Mercantil,281.51,181.83,370
Elite Switch,Belleza,Guajira Logistics,94.7,53.31,175
Elite Talonario,Hogar,Oriente Mercantil,194.94,142.63,327
Elite Talonario,Hogar,Tolima Proveedores,194.94,142.63,497
Elite Tambor,Deportes,Usaquen Market,310.99,227.91,314
Elite Tambor,Deportes,Cajica Traders,310.99,227.91,214
Elite Teclado,Oficina,Huila Distribuciones,17.07,12.67,476
Elite Telefono,Hogar,Logistica Pacifico,146.47,105.84,81
Elite Tenedor,Alimentos,Cucuta Comercios,14.34,11.82,222
Elite Tenedor,Alimentos,Duitama Market,14.34,11.82,477
Elite Termo,Oficina,Leticia Traders,7.18,5.93,371
Elite Tijera,Juguetes,Cali Express,77.43,48.83,422
Elite Toalla,Deportes,Arauca Connect,125.25,104.0,482
Elite Tripode,Hogar,Atlantico Pro,172.37,144.73,401
Elite Webcam,Juguetes,Yumbo Logistics,77.8,60.75,442
Elite Zapatilla,Oficina,Cartagena Hub,88.86,59.82,489
Flex Afeitadora,Juguetes,Neiva Express,34.21,21.13,102
Flex Agenda,Ropa,Cartagena Hub,23.32,17.79,272
Flex Archivador,Hogar,Cucuta Comercios,51.85,43.67,13
Flex Auriculares,Alimentos,Tunja Trade,6.64,5.04,158
Flex Balanza,Electronica,Usaquen Market,533.02,422.56,151
Flex Balon,Jardin,Yopal Supply,46.98,31.62,482
Flex Balon,Jardin,Suba Supply,46.98,31.62,107
Flex Biberon,Oficina,Monteria Retail,31.08,21.02,187
Flex Biberon,Oficina,Comercial Caribe,31.08,21.02,300
Flex Bicicleta,Oficina,Girardot Trade,86.83,58.41,97
Flex Boligrafo,Hogar,Ipiales Trade,104.64,84.22,130
Flex Botella,Electronica,Magdalena Supply,462.19,379.01,292
Flex Botella,Electronica,Girardot Trade,462.19,379.01,170
Flex Cable,Alimentos,Medellin Market,26.83,19.41,423
Flex Cafetera,Jardin,Casanare Retail,175.18,136.86,473
Flex Camisa,Electronica,Madrid Supply,449.88,281.93,182
Flex Camisa,Electronica,Sincelejo Market,449.88,281.93,470
Flex Cargador,Jardin,Jamundi Market,182.76,124.16,363
Flex Carpa,Hogar,Pasto Proveedores,73.44,51.91,38
Flex Carpeta,Ropa,Fusagasuga Supply,78.66,59.3,14
Flex Carpeta,Ropa,Yopal Supply,78.66,59.3,375
Flex Cepillo,Oficina,Girardot Trade,15.28,11.48,496
Flex Cereal,Oficina,Neiva Express,82.87,57.16,3
Flex Chaqueta,Oficina,Suba Supply,50.42,36.77,348
Flex Chaqueta,Oficina,Barranquilla Hub,50.42,36.77,469
Flex Chocolate,Deportes,Cesar Distribuciones,80.2,59.73,408
Flex Cinta,Ropa,Comercial Caribe,10.36,6.12,396
Flex Colchoneta,Electronica,Pereira Proveedores,365.32,264.05,209
Flex Copa,Hogar,Huila Distribuciones,166.54,135.01,160
Flex Copa,Hogar,Itagui Market,166.54,135.01,15
Flex Crema,Jardin,Sucre Supply,19.16,12.33,492
Flex Crema,Jardin,Santander Mayorista,19.16,12.33,425
